LA|DTM|01978203|2022-08-01|PST| |20504920|PL1215A|1|EA|119.97|USD|119.97|139.41|9.42|0.00|0.00|N|29.95
LA|DTM|01978203|2022-08-01|PST| |20506231|HR12211265|1|EA|9.99|USD|9.99|139.41|0.00|0.00|0.00|N|0.00
LA|DTM|01978203|2022-08-01|PST| |20506230|HR11911210|1|EA|9.99|USD|9.99|139.41|0.00|0.00|0.00|N|0.00
LA|DTM|01978203|2022-08-01|PST| |20506232|HR11391146|1|EA|19.99|USD|19.99|139.41|0.00|0.00|0.00|N|0.00
LA|TRITON|01985393|2022-08-01|PST| |20504920|PL1215A|1|EA|119.97|USD|119.97|128.37|8.40|0.00|0.00|N|0.00
LA|DTM|01985532|2022-08-01|PST| |20504920|PL1215A|1|EA|119.97|USD|119.97|127.92|7.95|0.00|0.00|N|0.00
LA|DTM|01987063|2022-08-01|PST| |20506233|M21397|2|EA|0.00|USD|0.00|99.99|0.00|0.00|0.00|N|19.98
LA|DTM|01987063|2022-08-01|PST| |20504920|PL1215A|1|EA|119.97|USD|119.97|99.99|0.00|0.00|0.00|N|0.00
LA|WEB|01987334|2022-08-01|PST| |20506233|M21397|2|EA|0.00|USD|0.00|106.99|7.00|0.00|0.00|N|19.98
LA|WEB|01987334|2022-08-01|PST| |20504920|PL1215A|1|EA|119.97|USD|119.97|106.99|0.00|0.00|0.00|N|0.00
LA|TRITON|01987592|2022-08-01|PST| |20504920|PL1215A|1|EA|119.97|USD|119.97|130.62|10.65|0.00|0.00|N|0.00
LA|WEB|01987657|2022-08-01|PST| |20506233|M21397|2|EA|0.00|USD|0.00|108.40|10.08|0.00|0.00|N|21.65
LA|WEB|01987657|2022-08-01|PST| |20504920|PL1215A|1|EA|119.97|USD|119.97|108.40|0.00|0.00|0.00|N|0.00
LA|WEB|01987991|2022-08-01|PST| |20506233|M21397|2|EA|0.00|USD|0.00|106.99|7.00|0.00|0.00|N|19.98
LA|WEB|01987991|2022-08-01|PST| |20504920|PL1215A|1|EA|119.97|USD|119.97|106.99|0.00|0.00|0.00|N|0.00
LA|WEB|01987995|2022-08-01|PST| |20506233|M21397|2|EA|0.00|USD|0.00|104.96|6.64|0.00|0.00|N|21.65
LA|WEB|01987995|2022-08-01|PST| |20504920|PL1215A|1|EA|119.97|USD|119.97|104.96|0.00|0.00|0.00|N|0.00
LA|WEB|01988002|2022-08-01|PST| |20506233|M21397|2|EA|0.00|USD|0.00|106.99|7.00|0.00|0.00|N|19.98
LA|WEB|01988002|2022-08-01|PST| |20504920|PL1215A|1|EA|119.97|USD|119.97|106.99|0.00|0.00|0.00|N|0.00
LA|WEB|01988007|2022-08-01|PST| |20506233|M21397|2|EA|0.00|USD|0.00|104.83|6.51|0.00|0.00|N|21.65
LA|WEB|01988007|2022-08-01|PST| |20504920|PL1215A|1|EA|119.97|USD|119.97|104.83|0.00|0.00|0.00|N|0.00
LA|WEB|01988021|2022-08-01|PST| |20504909|PL1279|1|EA|49.99|USD|49.99|50.59|3.64|6.95|0.00|N|9.99
LA|WEB|01988033|2022-08-01|PST| |20504909|PL1279|1|EA|49.99|USD|49.99|48.68|3.73|6.95|0.00|N|11.99
LA|WEB|01988040|2022-08-01|PST| |20506233|M21397|2|EA|0.00|USD|0.00|108.40|10.08|0.00|0.00|N|21.65
LA|WEB|01988040|2022-08-01|PST| |20504920|PL1215A|1|EA|119.97|USD|119.97|108.40|0.00|0.00|0.00|N|0.00
LA|WEB|01988056|2022-08-01|PST| |20506233|M21397|2|EA|0.00|USD|0.00|108.05|9.73|0.00|0.00|N|21.65
LA|WEB|01988056|2022-08-01|PST| |20504920|PL1215A|1|EA|119.97|USD|119.97|108.05|0.00|0.00|0.00|N|0.00
LA|DTM|01988059|2022-08-01|PST| |20504920|PL1215A|1|EA|119.97|USD|119.97|102.72|6.72|0.00|0.00|N|23.97
LA|DTM|01988059|2022-08-01|PST| |20506233|M21397|1|EA|0.00|USD|0.00|102.72|0.00|0.00|0.00|N|0.00
LA|DTM|01988060|2022-08-01|PST| |20504920|PL1215A|1|EA|119.97|USD|119.97|103.68|7.68|0.00|0.00|N|23.97
LA|DTM|01988060|2022-08-01|PST| |20506233|M21397|1|EA|0.00|USD|0.00|103.68|0.00|0.00|0.00|N|0.00
LA|WEB|01988312|2022-08-01|PST| |20506233|M21397|2|EA|0.00|USD|0.00|108.24|8.25|0.00|0.00|N|19.98
LA|WEB|01988312|2022-08-01|PST| |20504920|PL1215A|1|EA|119.97|USD|119.97|108.24|0.00|0.00|0.00|N|0.00
LA|WEB|01988315|2022-08-01|PST| |20506233|M21397|2|EA|0.00|USD|0.00|101.02|6.03|0.00|0.00|N|24.98
LA|WEB|01988315|2022-08-01|PST| |20504920|PL1215A|1|EA|119.97|USD|119.97|101.02|0.00|0.00|0.00|N|0.00
LA|WEB|01988318|2022-08-01|PST| |20506233|M21397|2|EA|0.00|USD|0.00|101.64|6.65|0.00|0.00|N|24.98
LA|WEB|01988318|2022-08-01|PST| |20504920|PL1215A|1|EA|119.97|USD|119.97|101.64|0.00|0.00|0.00|N|0.00
LA|DTM|01988324|2022-08-01|PST| |20504920|PL1215A|1|EA|119.97|USD|119.97|102.10|6.10|0.00|0.00|N|23.97
LA|DTM|01988324|2022-08-01|PST| |20506233|M21397|1|EA|0.00|USD|0.00|102.10|0.00|0.00|0.00|N|0.00
LA|DTM|01988329|2022-08-01|PST| |20504920|PL1215A|1|EA|119.97|USD|119.97|104.04|8.04|0.00|0.00|N|23.97
LA|DTM|01988329|2022-08-01|PST| |20506233|M21397|1|EA|0.00|USD|0.00|104.04|0.00|0.00|0.00|N|0.00
LA|DTM|01988331|2022-08-01|PST| |20504920|PL1215A|1|EA|119.97|USD|119.97|103.92|7.92|0.00|0.00|N|23.97
LA|DTM|01988331|2022-08-01|PST| |20506233|M21397|1|EA|0.00|USD|0.00|103.92|0.00|0.00|0.00|N|0.00
LA|DTM|01988334|2022-08-01|PST| |20504920|PL1215A|1|EA|119.97|USD|119.97|105.36|9.36|0.00|0.00|N|23.97
